PH,fold,test_date,train_days,RMSE,MAE,MAPE,Time_in_Range,Hyper_Events,Hypo_Events,N_Predictions,p1,p3,beta_meal,gamma_meal,t_lag,peak_mult
45,12,2023-05-20,12,14.447320520827578,10.562415013952819,9.536055664253979,100.0,0,0,279,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
45,13,2023-05-21,12,15.011886560268229,14.154857216022728,13.073154252149797,100.0,0,0,94,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,1,2023-05-09,12,19.594670467859125,15.427297724915748,13.191888222392578,100.0,0,0,168,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,2,2023-05-10,12,29.378325156101656,21.415803236403985,16.45632674677392,99.27536231884058,2,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,3,2023-05-11,12,22.604334656345877,15.794552418621771,13.18095723213599,98.91304347826086,3,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,4,2023-05-12,12,32.82605463170435,23.917499728872418,17.786224376242302,98.55072463768117,4,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,5,2023-05-13,12,24.141132271874586,20.009539725321048,16.423725112788947,100.0,0,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,6,2023-05-14,12,20.231944660015966,16.38040946479451,13.907977232857652,100.0,0,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,7,2023-05-15,12,32.46391249838833,22.480844288212396,17.31471568433489,98.55072463768117,4,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,8,2023-05-16,12,23.486301633897195,14.852850393739269,12.271791659467684,100.0,0,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,9,2023-05-17,12,20.257791796444934,12.0032824450071,10.636662575119066,100.0,0,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,10,2023-05-18,12,23.800739117851325,17.899440596701965,15.462775544408203,100.0,0,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,11,2023-05-19,12,26.92899387690656,19.99073269317978,16.22311574957634,100.0,0,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,12,2023-05-20,12,15.24882435567399,11.227595772836517,10.139782868475287,100.0,0,0,276,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
60,13,2023-05-21,12,15.75587126209084,14.785911087333371,13.619476847894276,100.0,0,0,91,0.02552314928976662,7.873242017790835e-05,0.10784015325759626,0.2619748748226697,39.620728443102124,2.185801650879991
